na nb nc nd la lb lc ld ja jb jc jd ma mb mc md   coul_dir         coul_ex          br_dir           br_ex            total
 8  8  7  8  0  1  0  1  1  1  1  3  1  1 -1  3   0.00000000E+00  -0.17231518E-03   0.15809986E-08  -0.70997495E-07  -0.17238460E-03
 8  8  7  8  0  1  1  0  1  1  3  1  1  1  3 -1  -0.21264440E-01   0.00000000E+00  -0.52100763E-06  -0.28347121E-07  -0.21264990E-01
 8  8  7  8  1  0  1  0  1  1  3  1  1  1  1  1   0.00000000E+00  -0.12277030E-01  -0.16366218E-07  -0.30080389E-06  -0.12277348E-01
 7  8  7  7  0  1  0  1  1  1  1  3  1  1 -1  3   0.00000000E+00  -0.76361581E-02  -0.11600969E-06   0.77848133E-06  -0.76354956E-02
 8  8  8  8  0  1  0  1  1  1  1  1  1  1  1  1   0.15159507E+00  -0.11141191E-01  -0.42110735E-07   0.22803765E-06   0.14045407E+00
 8  8  7  7  0  1  0  1  1  1  1  1 -1 -1 -1 -1   0.69097322E-02  -0.65022908E-03  -0.39094968E-07   0.19036996E-06   0.62596544E-02
 8  8  7  7  0  1  0  1  1  1  1  1  1 -1 -1  1   0.00000000E+00   0.65022908E-03  -0.78189937E-07  -0.19036996E-06   0.64996052E-03
 8  8  7  7  0  1  0  1  1  1  1  1 -1  1 -1  1   0.69097322E-02  -0.13004582E-02   0.39094968E-07   0.38073992E-06   0.56096939E-02
 8  8  7  7  0  1  0  1  1  1  1  1  1 -1  1 -1   0.69097322E-02  -0.13004582E-02   0.39094968E-07   0.38073992E-06   0.56096939E-02
 8  8  7  7  0  1  0  1  1  1  1  1 -1  1  1 -1   0.00000000E+00   0.65022908E-03  -0.78189937E-07  -0.19036996E-06   0.64996052E-03
 8  8  7  7  0  1  0  1  1  1  1  1  1  1  1  1   0.69097322E-02  -0.65022908E-03  -0.39094968E-07   0.19036996E-06   0.62596544E-02
 8  8  7  7  0  1  0  1  1  1  1  3 -1 -1 -1 -1   0.00000000E+00   0.18102030E-03  -0.12788093E-07   0.18005320E-06   0.18118756E-03
 8  8  7  7  0  1  0  1  1  1  1  3  1 -1 -1  1   0.00000000E+00   0.18102030E-03  -0.12788093E-07   0.18005320E-06   0.18118756E-03
 8  8  7  7  0  1  0  1  1  1  1  3 -1  1 -1  1   0.00000000E+00   0.18102030E-03  -0.12788093E-07   0.18005320E-06   0.18118756E-03
 8  8  7  7  0  1  0  1  1  1  1  3  1 -1  1 -1   0.00000000E+00  -0.18102030E-03   0.12788093E-07  -0.18005320E-06  -0.18118756E-03
 8  8  7  7  0  1  0  1  1  1  1  3 -1  1  1 -1   0.00000000E+00  -0.18102030E-03   0.12788093E-07  -0.18005320E-06  -0.18118756E-03
 8  8  7  7  0  1  0  1  1  1  1  3  1  1  1  1   0.00000000E+00  -0.18102030E-03   0.12788093E-07  -0.18005320E-06  -0.18118756E-03
 8  8  7  8  0  1  0  1  1  1  1  1 -1 -1 -1 -1   0.21796300E-02  -0.48599494E-03  -0.21209067E-07   0.69855337E-07   0.16936837E-02
 8  8  7  8  0  1  0  1  1  1  1  1  1 -1 -1  1   0.00000000E+00   0.48599494E-03  -0.42418134E-07  -0.69855337E-07   0.48588266E-03
 8  8  7  8  0  1  0  1  1  1  1  1 -1  1 -1  1   0.21796300E-02  -0.97198987E-03   0.21209067E-07   0.13971067E-06   0.12078010E-02
 8  8  7  8  0  1  0  1  1  1  1  1  1 -1  1 -1   0.21796300E-02  -0.97198987E-03   0.21209067E-07   0.13971067E-06   0.12078010E-02
 8  8  7  8  0  1  0  1  1  1  1  1 -1  1  1 -1   0.00000000E+00   0.48599494E-03  -0.42418134E-07  -0.69855337E-07   0.48588266E-03
 7  8  7  7  1  0  0  1  3  1  1  3  3 -1  1  1  -0.94132848E-02   0.00000000E+00  -0.11550795E-05   0.15455870E-06  -0.94142853E-02
 8  8  7  8  0  1  0  1  1  1  1  1  1  1  1  1   0.21796300E-02  -0.48599494E-03  -0.21209067E-07   0.69855337E-07   0.16936837E-02
 8  8  7  8  0  1  0  1  1  1  1  3 -1 -1 -1 -1   0.00000000E+00  -0.99486217E-04   0.91278996E-09  -0.40990423E-07  -0.99526294E-04
 8  8  7  8  0  1  0  1  1  1  1  3  1 -1 -1  1   0.00000000E+00  -0.99486217E-04   0.91278996E-09  -0.40990423E-07  -0.99526294E-04
 8  8  7  8  0  1  0  1  1  1  1  3 -1  1 -1  1   0.00000000E+00  -0.99486217E-04   0.91278996E-09  -0.40990423E-07  -0.99526294E-04
 8  8  7  8  0  1  0  1  1  1  1  3  1 -1  1 -1   0.00000000E+00   0.99486217E-04  -0.91278996E-09   0.40990423E-07   0.99526294E-04
 8  8  7  8  0  1  0  1  1  1  1  3 -1  1  1 -1   0.00000000E+00   0.99486217E-04  -0.91278996E-09   0.40990423E-07   0.99526294E-04
 8  8  7  8  0  1  0  1  1  1  1  3  1  1  1  1   0.00000000E+00   0.99486217E-04  -0.91278996E-09   0.40990423E-07   0.99526294E-04
 8  8  7  8  1  0  1  0  1  1  1  1 -1 -1 -1 -1   0.50846846E-02   0.30418596E-02  -0.10109934E-07   0.19867645E-06   0.81267328E-02
 8  8  7  8  1  0  1  0  1  1  1  1 -1  1 -1  1   0.50846846E-02   0.60837192E-02   0.10109934E-07   0.39735290E-06   0.11168811E-01
 8  8  7  8  0  1  1  0  1  1  1  1 -1  1 -1  1   0.30418596E-02   0.00000000E+00   0.19867645E-06   0.20219868E-07   0.30420785E-02
 8  8  7  8  0  1  1  0  1  1  1  1  1 -1  1 -1   0.30418596E-02   0.00000000E+00   0.19867645E-06   0.20219868E-07   0.30420785E-02
 7  8  7  7  0  1  0  1  1  1  1  1  1 -1 -1  1   0.00000000E+00   0.56745963E-02  -0.19302953E-06  -0.63815407E-06   0.56737651E-02
 8  8  7  8  1  0  1  0  1  1  1  1  1 -1  1 -1   0.50846846E-02   0.60837192E-02   0.10109934E-07   0.39735290E-06   0.11168811E-01
 8  8  7  8  1  0  1  0  1  1  1  1  1  1  1  1   0.50846846E-02   0.30418596E-02  -0.10109934E-07   0.19867645E-06   0.81267328E-02
 7  8  7  7  0  1  0  1  1  1  1  1 -1  1  1 -1   0.00000000E+00   0.56745963E-02  -0.19302953E-06  -0.63815407E-06   0.56737651E-02
 8  8  7  8  1  0  1  0  1  1  3  1 -1 -1 -1 -1   0.00000000E+00   0.12277030E-01   0.16366218E-07   0.30080389E-06   0.12277348E-01
 8  8  7  8  0  1  1  0  1  1  3  1 -1 -1 -3  1   0.21264440E-01   0.00000000E+00   0.52100763E-06   0.28347121E-07   0.21264990E-01
 7  8  7  7  0  1  0  1  1  1  1  3  1 -1 -1  1   0.00000000E+00  -0.44087379E-02  -0.66978228E-07   0.44945640E-06  -0.44083554E-02
 8  8  7  8  1  0  1  0  1  1  3  1 -1  1 -1  1   0.00000000E+00  -0.12277030E-01  -0.16366218E-07  -0.30080389E-06  -0.12277348E-01
 8  8  7  8  0  1  1  0  1  1  3  1 -1  1 -1  1   0.12277030E-01   0.00000000E+00   0.30080389E-06   0.16366218E-07   0.12277348E-01
 7  8  7  7  1  1  1  1  1  1  1  3 -1 -1  1 -3   0.00000000E+00   0.00000000E+00  -0.44235228E-08   0.84550433E-07   0.80126910E-07
 8  8  7  8  0  1  1  0  1  1  3  1  1 -1  1 -1  -0.12277030E-01   0.00000000E+00  -0.30080389E-06  -0.16366218E-07  -0.12277348E-01
 8  7  7  7  1  1  1  1  1  1  3  1 -1 -1 -1 -1   0.00000000E+00   0.00000000E+00   0.25539221E-08  -0.48815215E-07  -0.46261293E-07
 8  8  7  8  1  0  1  0  1  1  3  1  1 -1  1 -1   0.00000000E+00   0.12277030E-01   0.16366218E-07   0.30080389E-06   0.12277348E-01
 7  8  7  7  0  1  0  1  1  1  1  3 -1 -1  1 -3   0.00000000E+00   0.76361581E-02   0.11600969E-06  -0.77848133E-06   0.76354956E-02
 7  8  7  7  0  1  0  1  1  1  1  3 -1  1  1 -1   0.00000000E+00   0.44087379E-02   0.66978228E-07  -0.44945640E-06   0.44083554E-02
 7  8  7  7  1  1  1  1  1  1  3  3 -1 -1  1 -3   0.10352825E-02  -0.10352825E-02  -0.14595764E-07   0.14595764E-07   0.86013549E-19
 7  8  7  8  1  1  0  0  1  1  1  1  1 -1 -1  1   0.16079428E-01   0.65022908E-03   0.11379858E-05   0.19036996E-06   0.16730986E-01
 7  8  7  8  1  1  0  0  1  1  1  1 -1 -1 -1 -1   0.80397141E-02  -0.65022908E-03   0.56899291E-06  -0.19036996E-06   0.73898637E-02
 7  8  7  8  1  1  0  0  1  1  1  1 -1  1 -1  1  -0.80397141E-02  -0.13004582E-02  -0.56899291E-06  -0.38073992E-06  -0.93411220E-02
 7  8  7  8  1  1  0  0  1  1  1  1  1 -1  1 -1  -0.80397141E-02  -0.13004582E-02  -0.56899291E-06  -0.38073992E-06  -0.93411220E-02
 7  8  7  8  1  1  0  0  1  1  1  1  1  1  1  1   0.80397141E-02  -0.65022908E-03   0.56899291E-06  -0.19036996E-06   0.73898637E-02
 7  8  7  8  1  1  0  0  1  1  1  1 -1  1  1 -1   0.16079428E-01   0.65022908E-03   0.11379858E-05   0.19036996E-06   0.16730986E-01
 8  8  8  8  0  1  0  1  1  1  1  1 -1 -1 -1 -1   0.15159507E+00  -0.11141191E-01  -0.42110735E-07   0.22803765E-06   0.14045407E+00
 7  8  7  8  0  1  0  1  1  1  1  1  1 -1 -1  1   0.00000000E+00   0.13348432E-02  -0.40614650E-06  -0.15605433E-06   0.13342810E-02
 8  8  8  8  0  1  0  1  1  1  1  1  1 -1  1 -1   0.15159507E+00  -0.22282382E-01   0.42110735E-07   0.45607530E-06   0.12931319E+00
 8  8  8  8  0  1  0  1  1  1  1  1  1 -1 -1  1   0.00000000E+00   0.11141191E-01  -0.84221471E-07  -0.22803765E-06   0.11140879E-01
 8  8  8  8  0  1  0  1  1  1  1  1 -1  1  1 -1   0.00000000E+00   0.11141191E-01  -0.84221471E-07  -0.22803765E-06   0.11140879E-01
 8  8  8  8  0  1  0  1  1  1  1  1 -1  1 -1  1   0.15159507E+00  -0.22282382E-01   0.42110735E-07   0.45607530E-06   0.12931319E+00
 7  8  7  8  1  1  1  1  1  1  1  1 -1 -1 -1 -1   0.17283875E+00  -0.73923006E-02  -0.15767482E-06   0.93408014E-07   0.16544638E+00
 7  8  7  8  0  1  0  1  1  1  1  1 -1  1  1 -1   0.00000000E+00   0.13348432E-02  -0.40614650E-06  -0.15605433E-06   0.13342810E-02
 7  8  7  7  1  0  0  1  3  1  1  1  3 -1  1  1  -0.23318923E-02   0.00000000E+00  -0.15114203E-05   0.54274563E-08  -0.23333983E-02
 8  7  7  7  1  1  1  1  1  3  1  3  1 -3  1 -3   0.17599915E-01   0.23908826E-02   0.28261686E-07   0.71678010E-07   0.19990898E-01
 7  8  7  7  1  1  1  1  3  1  1  3 -3  1 -1 -1   0.10352825E-02   0.00000000E+00   0.14595764E-07   0.32633784E-07   0.10353298E-02
 7  8  7  7  1  1  1  1  3  1  1  3 -1 -1  1 -3   0.10352825E-02   0.00000000E+00   0.14595764E-07   0.32633784E-07   0.10353298E-02
 8  7  7  7  1  1  1  1  1  3  1  3 -1 -1 -1 -1   0.17599915E-01   0.11954413E-02  -0.94205621E-08   0.54824273E-07   0.18795402E-01
 8  7  7  7  1  1  1  1  1  3  3  3  1 -3  1 -3  -0.18790399E-02   0.37580798E-02  -0.55330110E-07   0.00000000E+00   0.18789846E-02
 7  8  7  7  1  1  1  1  3  1  3  3 -1 -1  1 -3   0.00000000E+00  -0.32545926E-02   0.63889708E-07   0.31944854E-07  -0.32544967E-02
 7  8  7  8  1  1  0  0  3  1  1  1 -1  1 -1  1  -0.88364990E-02  -0.18102030E-03  -0.75122710E-06   0.18005320E-06  -0.90180905E-02
 7  8  7  8  1  1  0  0  3  1  1  1 -3  1 -1 -1  -0.15305265E-01  -0.31353635E-03  -0.13011635E-05   0.31186130E-06  -0.15619791E-01
 7  8  7  8  1  1  0  0  3  1  1  1  1 -1 -1  1   0.88364990E-02   0.18102030E-03   0.75122710E-06  -0.18005320E-06   0.90180905E-02
 7  8  7  8  1  1  0  0  3  1  1  1 -1 -1 -1 -1   0.88364990E-02   0.18102030E-03   0.75122710E-06  -0.18005320E-06   0.90180905E-02
 7  8  7  8  1  1  0  0  3  1  1  1  1  1  1  1  -0.88364990E-02  -0.18102030E-03  -0.75122710E-06   0.18005320E-06  -0.90180905E-02
 7  8  7  8  1  1  0  0  3  1  1  1 -1  1  1 -1  -0.88364990E-02  -0.18102030E-03  -0.75122710E-06   0.18005320E-06  -0.90180905E-02
 7  8  7  8  1  1  0  0  3  1  1  1  1 -1  1 -1   0.88364990E-02   0.18102030E-03   0.75122710E-06  -0.18005320E-06   0.90180905E-02
 7  8  7  8  1  1  1  1  3  1  1  1 -3  1 -1 -1   0.00000000E+00   0.00000000E+00   0.76063149E-07   0.22706342E-07   0.98769491E-07
 7  8  7  8  1  1  1  1  3  1  1  1 -1 -1 -1 -1   0.00000000E+00   0.00000000E+00  -0.43915079E-07  -0.13109513E-07  -0.57024592E-07
 7  8  7  8  1  1  1  1  3  1  3  1 -3  1 -3  1   0.16492151E+00  -0.52760165E-02   0.27611209E-06   0.22844260E-06   0.15964600E+00
 7  8  7  8  1  1  1  1  3  1  3  1 -3  1 -1 -1   0.00000000E+00   0.22845821E-02  -0.31882678E-06  -0.85756863E-07   0.22841776E-02
 7  8  7  8  1  1  1  1  3  1  3  1 -1 -1 -3  1   0.00000000E+00   0.22845821E-02  -0.31882678E-06  -0.85756863E-07   0.22841776E-02
 7  8  7  8  1  1  1  1  3  1  3  1 -1 -1 -1 -1   0.16492151E+00  -0.26380082E-02  -0.92037365E-07   0.12941911E-06   0.16228354E+00
 8  8  7  7  0  1  0  1  1  3  1  3 -1  3 -1  3  -0.20058834E-02   0.00000000E+00  -0.15152912E-07   0.43917205E-08  -0.20058942E-02
 8  8  7  7  0  1  0  1  1  3  1  3  1  1 -1  3   0.00000000E+00  -0.17604477E-02   0.17497075E-07  -0.16092228E-06  -0.17605911E-02
 8  8  7  7  0  1  0  1  1  3  1  3  1  3  1  3  -0.20058834E-02  -0.30491848E-02   0.15152912E-07  -0.27433385E-06  -0.50553274E-02
 8  8  7  8  0  1  0  1  1  3  1  3 -1  3 -1  3   0.39975210E-03   0.00000000E+00   0.23536375E-08  -0.19142383E-08   0.39975254E-03
 8  8  7  8  0  1  0  1  1  3  1  3  1  1 -1  3   0.00000000E+00  -0.94212196E-04  -0.27177464E-08   0.62731288E-07  -0.94152182E-04
 8  8  7  8  0  1  0  1  1  3  1  3  1  3  1  3   0.39975210E-03  -0.16318031E-03  -0.23536375E-08   0.10673954E-06   0.23667618E-03
 8  8  7  8  1  0  1  0  3  1  3  1  3 -1  3 -1  -0.98878775E-02   0.00000000E+00  -0.86507872E-08  -0.11484324E-07  -0.98878977E-02
 8  8  7  8  0  1  1  0  1  3  3  1 -1  3  1  1   0.26823679E-02   0.00000000E+00   0.15862685E-06  -0.99890686E-08   0.26825165E-02
 8  8  7  8  0  1  1  0  1  3  3  1  1  1  3 -1   0.26823679E-02   0.00000000E+00   0.15862685E-06  -0.99890686E-08   0.26825165E-02
 8  8  7  8  1  0  1  0  3  1  3  1  1  1  1  1  -0.98878775E-02  -0.30973316E-02   0.28835957E-08  -0.19465084E-06  -0.12985401E-01
 7  8  7  7  0  1  0  1  1  3  1  3  1  1 -1  3   0.00000000E+00   0.32978945E-02   0.15702867E-06  -0.37038094E-06   0.32976812E-02
 7  8  7  7  0  1  0  1  1  3  1  3 -1  3  1  1   0.00000000E+00   0.32978945E-02   0.15702867E-06  -0.37038094E-06   0.32976812E-02
 8  8  7  8  1  0  1  0  3  1  3  1  3  1  3  1  -0.98878775E-02  -0.46459975E-02   0.86507872E-08  -0.28623409E-06  -0.14534153E-01
 8  8  8  8  0  1  0  1  1  3  1  1 -1  3  1  1   0.00000000E+00   0.66000889E-02  -0.42831088E-08  -0.22086979E-06   0.65998637E-02
 8  8  8  8  1  0  1  0  3  1  1  1  1  1  1  1   0.00000000E+00  -0.38105631E-02   0.24728540E-08   0.12751923E-06  -0.38104331E-02
 7  8  7  8  0  1  0  1  1  3  1  1 -1  3  1  1   0.00000000E+00   0.11048480E-02  -0.18889077E-08  -0.94913649E-07   0.11047512E-02
 7  8  7  8  1  1  1  1  1  3  3  1  1  1  1  1  -0.69710979E-03   0.31629061E-02   0.50191382E-08   0.21999258E-08   0.24658035E-02
 8  8  8  8  0  1  0  1  1  3  1  3 -1  3 -1  3   0.10311785E+00   0.00000000E+00   0.31503723E-07   0.11459325E-07   0.10311789E+00
 8  8  8  8  0  1  0  1  1  3  1  3 -1  3  1  1   0.00000000E+00  -0.22888366E-02  -0.36377366E-07   0.78069734E-07  -0.22887949E-02
 8  8  8  8  0  1  0  1  1  3  1  3  1  1 -1  3   0.00000000E+00  -0.22888366E-02  -0.36377366E-07   0.78069734E-07  -0.22887949E-02
 8  8  8  8  0  1  0  1  1  3  1  3  1  1  1  1   0.10311785E+00  -0.26429208E-02  -0.10501241E-07   0.10160649E-06   0.10047502E+00
 7  8  7  8  0  1  0  1  1  3  1  3  1  1 -1  3   0.00000000E+00  -0.57564875E-03  -0.61405259E-07   0.50445490E-07  -0.57565971E-03
 7  8  7  8  0  1  0  1  1  3  1  3 -1  3  1  1   0.00000000E+00  -0.57564875E-03  -0.61405259E-07   0.50445490E-07  -0.57565971E-03
 8  8  8  8  0  1  0  1  1  3  1  3  1  3  1  3   0.10311785E+00  -0.39643812E-02  -0.31503723E-07   0.14668007E-06   0.99153584E-01
 8  8  7  7  0  1  0  1  1  3  1  1  1 -3 -1 -1   0.00000000E+00   0.68040841E-03   0.98862527E-08   0.20722344E-06   0.68062552E-03
 8  8  7  7  0  1  0  1  1  3  1  1 -1 -1 -1 -1   0.00000000E+00  -0.39283398E-03  -0.57078307E-08  -0.11964051E-06  -0.39295933E-03
 8  8  7  7  0  1  0  1  1  3  1  1  1 -1 -1  1   0.00000000E+00   0.39283398E-03   0.57078307E-08   0.11964051E-06   0.39295933E-03
 8  8  7  7  0  1  0  1  1  3  1  1 -1  1 -1  1   0.00000000E+00  -0.39283398E-03  -0.57078307E-08  -0.11964051E-06  -0.39295933E-03
 8  8  7  7  0  1  0  1  1  3  1  1  1 -1  1 -1   0.00000000E+00   0.39283398E-03   0.57078307E-08   0.11964051E-06   0.39295933E-03
 8  8  7  7  0  1  0  1  1  3  1  1 -1  1  1 -1   0.00000000E+00  -0.39283398E-03  -0.57078307E-08  -0.11964051E-06  -0.39295933E-03
 8  8  7  7  0  1  0  1  1  3  1  1  1  1  1  1   0.00000000E+00   0.39283398E-03   0.57078307E-08   0.11964051E-06   0.39295933E-03
 8  8  7  7  0  1  0  1  1  3  1  1 -1  3  1  1   0.00000000E+00  -0.68040841E-03  -0.98862527E-08  -0.20722344E-06  -0.68062552E-03
 8  8  7  7  0  1  0  1  1  3  1  3  1 -3 -1 -1   0.00000000E+00  -0.17604477E-02   0.17497075E-07  -0.16092228E-06  -0.17605911E-02
 8  8  7  7  0  1  0  1  1  3  1  3 -1 -1 -1 -1  -0.20058834E-02  -0.20327899E-02   0.50509706E-08  -0.18142533E-06  -0.40388497E-02
 8  8  7  7  0  1  0  1  1  3  1  3  1 -1 -1  1   0.00000000E+00  -0.20327899E-02   0.20203882E-07  -0.18581705E-06  -0.20329555E-02
 8  8  7  7  0  1  0  1  1  3  1  3 -1  1 -1  1  -0.20058834E-02  -0.10163949E-02  -0.50509706E-08  -0.88516803E-07  -0.30223719E-02
 8  8  7  7  0  1  0  1  1  3  1  3  1 -1  1 -1  -0.20058834E-02  -0.10163949E-02  -0.50509706E-08  -0.88516803E-07  -0.30223719E-02
 8  8  7  7  0  1  0  1  1  3  1  3 -1  1  1 -1   0.00000000E+00  -0.20327899E-02   0.20203882E-07  -0.18581705E-06  -0.20329555E-02
 8  8  7  7  0  1  0  1  1  3  1  3  1  1  1  1  -0.20058834E-02  -0.20327899E-02   0.50509706E-08  -0.18142533E-06  -0.40388497E-02
 8  8  7  7  0  1  0  1  1  3  1  3 -1  3  1  1   0.00000000E+00  -0.17604477E-02   0.17497075E-07  -0.16092228E-06  -0.17605911E-02
 8  8  7  8  0  1  0  1  1  3  1  1  1 -3 -1 -1   0.00000000E+00  -0.26348749E-02  -0.15809986E-08   0.19286571E-06  -0.26346837E-02
 8  8  7  8  0  1  0  1  1  3  1  1 -1 -1 -1 -1   0.00000000E+00   0.15212458E-02   0.91278996E-09  -0.11135107E-06   0.15211353E-02
 8  8  7  8  0  1  0  1  1  3  1  1  1 -1 -1  1   0.00000000E+00  -0.15212458E-02  -0.91278996E-09   0.11135107E-06  -0.15211353E-02
 8  8  7  8  0  1  0  1  1  3  1  1 -1  1 -1  1   0.00000000E+00   0.15212458E-02   0.91278996E-09  -0.11135107E-06   0.15211353E-02
 8  8  7  8  0  1  0  1  1  3  1  1  1 -1  1 -1   0.00000000E+00  -0.15212458E-02  -0.91278996E-09   0.11135107E-06  -0.15211353E-02
 8  8  7  8  0  1  0  1  1  3  1  1 -1  1  1 -1   0.00000000E+00   0.15212458E-02   0.91278996E-09  -0.11135107E-06   0.15211353E-02
 8  8  7  8  0  1  0  1  1  3  1  1  1  1  1  1   0.00000000E+00  -0.15212458E-02  -0.91278996E-09   0.11135107E-06  -0.15211353E-02
 8  8  7  8  0  1  0  1  1  3  1  1 -1  3  1  1   0.00000000E+00   0.26348749E-02   0.15809986E-08  -0.19286571E-06   0.26346837E-02
 8  8  7  8  0  1  0  1  1  3  1  3  1 -3 -1 -1   0.00000000E+00  -0.94212196E-04  -0.27177464E-08   0.62731288E-07  -0.94152182E-04
 8  8  7  8  0  1  0  1  1  3  1  3 -1 -1 -1 -1   0.39975210E-03  -0.10878687E-03  -0.78454582E-09   0.70521614E-07   0.29103497E-03
 8  8  7  8  0  1  0  1  1  3  1  3  1 -1 -1  1   0.00000000E+00  -0.10878687E-03  -0.31381833E-08   0.72435852E-07  -0.10871758E-03
 8  8  7  8  0  1  0  1  1  3  1  3 -1  1 -1  1   0.39975210E-03  -0.54393437E-04   0.78454582E-09   0.34303688E-07   0.34539376E-03
 8  8  7  8  0  1  0  1  1  3  1  3  1 -1  1 -1   0.39975210E-03  -0.54393437E-04   0.78454582E-09   0.34303688E-07   0.34539376E-03
 8  8  7  8  0  1  0  1  1  3  1  3 -1  1  1 -1   0.00000000E+00  -0.10878687E-03  -0.31381833E-08   0.72435852E-07  -0.10871758E-03
 8  8  7  8  0  1  0  1  1  3  1  3  1  1  1  1   0.39975210E-03  -0.10878687E-03  -0.78454582E-09   0.70521614E-07   0.29103497E-03
 8  8  7  8  0  1  0  1  1  3  1  3 -1  3  1  1   0.00000000E+00  -0.94212196E-04  -0.27177464E-08   0.62731288E-07  -0.94152182E-04
 7  8  7  7  1  0  0  1  1  1  1  3 -1 -1  1 -3   0.15415938E-01   0.00000000E+00   0.19919381E-05  -0.54274563E-08   0.15417924E-01
 8  8  7  8  0  1  1  0  1  3  1  1  1 -3 -1 -1  -0.10999432E-02   0.00000000E+00  -0.21613094E-06   0.46600526E-08  -0.11001547E-02
 7  8  7  7  0  1  0  1  1  3  1  1  1 -3 -1 -1   0.00000000E+00  -0.67257178E-02  -0.68847480E-08   0.63418160E-06  -0.67250905E-02
 8  8  7  8  1  0  1  0  3  1  1  1 -1 -1 -1 -1   0.00000000E+00  -0.63505250E-03   0.26904826E-08  -0.12478325E-06  -0.63517459E-03
 8  8  7  8  1  0  1  0  3  1  1  1 -1  1 -1  1   0.00000000E+00   0.63505250E-03  -0.26904826E-08   0.12478325E-06   0.63517459E-03
 8  8  7  8  0  1  1  0  1  3  1  1 -1  1 -1  1   0.63505250E-03   0.00000000E+00   0.12478325E-06  -0.26904826E-08   0.63517459E-03
 8  8  7  8  0  1  1  0  1  3  1  1  1 -1  1 -1  -0.63505250E-03   0.00000000E+00  -0.12478325E-06   0.26904826E-08  -0.63517459E-03
 7  8  7  7  0  1  0  1  1  3  1  1  1 -1 -1  1   0.00000000E+00  -0.38830950E-02  -0.39749111E-08   0.36614492E-06  -0.38827328E-02
 8  8  7  8  1  0  1  0  3  1  1  1  1 -1  1 -1   0.00000000E+00  -0.63505250E-03   0.26904826E-08  -0.12478325E-06  -0.63517459E-03
 8  8  7  8  1  0  1  0  3  1  1  1  1  1  1  1   0.00000000E+00   0.63505250E-03  -0.26904826E-08   0.12478325E-06   0.63517459E-03
 8  8  7  8  0  1  1  0  1  3  1  1 -1  3  1  1   0.10999432E-02   0.00000000E+00   0.21613094E-06  -0.46600526E-08   0.11001547E-02
 7  8  7  7  0  1  0  1  1  3  1  1 -1  1  1 -1   0.00000000E+00   0.38830950E-02   0.39749111E-08  -0.36614492E-06   0.38827328E-02
 7  8  7  7  0  1  0  1  1  3  1  1 -1  3  1  1   0.00000000E+00   0.67257178E-02   0.68847480E-08  -0.63418160E-06   0.67250905E-02
 8  8  7  8  0  1  1  0  1  3  3  1  1 -3 -1 -1   0.26823679E-02   0.00000000E+00   0.15862685E-06  -0.99890686E-08   0.26825165E-02
 8  7  7  7  1  1  1  1  3  1  3  1 -3  1 -3  1  -0.26558048E-01   0.31859927E-02  -0.58503831E-07  -0.31008143E-07  -0.23372145E-01
 8  8  7  8  1  0  1  0  3  1  3  1 -3  1 -3  1  -0.98878775E-02   0.00000000E+00  -0.86507872E-08  -0.11484324E-07  -0.98878977E-02
 7  8  7  7  1  1  1  1  1  3  1  3  1 -3 -1 -1   0.00000000E+00  -0.13795753E-02   0.67554405E-07   0.22747497E-08  -0.13795055E-02
 7  8  7  7  0  1  0  1  1  3  1  3  1 -3 -1 -1   0.00000000E+00   0.32978945E-02   0.15702867E-06  -0.37038094E-06   0.32976812E-02
 8  8  7  8  1  0  1  0  3  1  3  1 -1 -1 -1 -1  -0.98878775E-02  -0.30973316E-02   0.28835957E-08  -0.19465084E-06  -0.12985401E-01
 8  8  7  8  0  1  1  0  1  3  3  1 -1 -1 -3  1   0.26823679E-02   0.00000000E+00   0.15862685E-06  -0.99890686E-08   0.26825165E-02
 7  8  7  7  0  1  0  1  1  3  1  3  1 -1 -1  1   0.00000000E+00   0.38080806E-02   0.18132109E-06  -0.42767907E-06   0.38078342E-02
 8  8  7  8  1  0  1  0  3  1  3  1 -1  1 -1  1  -0.98878775E-02  -0.15486658E-02  -0.28835957E-08  -0.10306758E-06  -0.11436649E-01
 8  8  7  8  0  1  1  0  1  3  3  1 -1  1 -1  1   0.30973316E-02   0.00000000E+00   0.18316651E-06  -0.11534383E-07   0.30975033E-02
 8  7  7  7  1  1  1  1  3  3  3  3  3 -3  3 -3  -0.20131199E-01   0.00000000E+00  -0.17867571E-06  -0.78585292E-07  -0.20131457E-01
 7  8  7  7  1  1  1  1  1  3  1  3 -1 -1  1 -3   0.00000000E+00  -0.13795753E-02   0.67554405E-07   0.22747497E-08  -0.13795055E-02
 8  8  7  8  0  1  1  0  1  3  3  1  1 -1  1 -1   0.30973316E-02   0.00000000E+00   0.18316651E-06  -0.11534383E-07   0.30975033E-02
 8  7  7  7  1  1  1  1  3  1  3  1 -1 -1 -1 -1  -0.26558048E-01   0.15929964E-02   0.19501277E-07  -0.28381488E-07  -0.24965060E-01
 8  8  7  8  1  0  1  0  3  1  3  1  1 -1  1 -1  -0.98878775E-02  -0.15486658E-02  -0.28835957E-08  -0.10306758E-06  -0.11436649E-01
 7  8  7  7  0  1  0  1  1  3  1  3 -1 -1  1 -3   0.00000000E+00   0.32978945E-02   0.15702867E-06  -0.37038094E-06   0.32976812E-02
